epoch,split,loss_total_mean,loss_standard_mean,loss_scanpath_mean,augweight,num_batches
1,train,1.9691588611908717,1.5251703275575166,4.439885271441429,0.1,7959
1,eval,1.588508848041296,1.2410634646862746,3.4744537343978883,0.1,250
2,train,1.2436849702645072,1.039247731609619,2.044372371285461,0.1,7959
2,eval,1.431400877468288,1.21246276600298,2.18938100117445,0.1,250
3,train,1.0689160654674756,0.9201354437772633,1.4878062051115364,0.1,7959
3,eval,1.436137561902404,1.2559419509224827,1.8019561083614826,0.1,250
4,train,0.9882226332610137,0.8632745893403697,1.2494804323656161,0.1,7959
4,eval,1.4237471703048796,1.260372681256893,1.6337448948919773,0.1,250
5,train,0.9551283020961847,0.8422688102264527,1.128594916772176,0.1,7959
5,eval,1.4403771634418516,1.2873191165945026,1.5305804814323782,0.1,250
6,train,0.9107574754757879,0.8079066395129867,1.0285083593996138,0.1,7959
6,eval,1.4816201324374414,1.3312800754642375,1.5034006134048103,0.1,250
7,train,0.895591814208813,0.7983089902426124,0.9728282442900201,0.1,7959
7,eval,1.427188996823039,1.2832130580037047,1.4397593821063637,0.1,250
8,train,0.8801680331556027,0.7879673711268522,0.9220066106141201,0.1,7959
8,eval,1.4688252900941297,1.3240351743418577,1.4479011331070215,0.1,250
