rank,token,count,relative_frequency
1839,##iciones,74,6.956835655098891e-05
1840,Perdón,74,6.956835655098891e-05
1841,preguntarle,74,6.956835655098891e-05
1842,exi,74,6.956835655098891e-05
1843,candidato,74,6.956835655098891e-05
1844,partículas,73,6.862824362462418e-05
1845,rubia,72,6.768813069825947e-05
1846,##gel,72,6.768813069825947e-05
1847,##ical,72,6.768813069825947e-05
1848,casó,72,6.768813069825947e-05
1849,Civil,72,6.768813069825947e-05
1850,ruta,72,6.768813069825947e-05
1851,muriera,72,6.768813069825947e-05
1852,correspondía,72,6.768813069825947e-05
1853,Nos,71,6.674801777189476e-05
1854,encantaba,71,6.674801777189476e-05
1855,aceptó,71,6.674801777189476e-05
1856,domésticos,71,6.674801777189476e-05
1857,Hay,71,6.674801777189476e-05
1858,reunió,71,6.674801777189476e-05
1859,Recor,71,6.674801777189476e-05
1860,##rieron,71,6.674801777189476e-05
1861,mejora,70,6.580790484553005e-05
1862,suponía,70,6.580790484553005e-05
1863,Guerra,70,6.580790484553005e-05
1864,fútbol,70,6.580790484553005e-05
1865,descendencia,70,6.580790484553005e-05
1866,repatriación,70,6.580790484553005e-05
1867,ruedas,70,6.580790484553005e-05
1868,interac,70,6.580790484553005e-05
1869,##tuar,70,6.580790484553005e-05
1870,##quia,70,6.580790484553005e-05
1871,relación,69,6.486779191916534e-05
1872,atravesar,69,6.486779191916534e-05
1873,Estados,69,6.486779191916534e-05
1874,afueras,69,6.486779191916534e-05
1875,historie,69,6.486779191916534e-05
1876,bar,69,6.486779191916534e-05
1877,duda,69,6.486779191916534e-05
1878,Uruguay,69,6.486779191916534e-05
1879,saluda,69,6.486779191916534e-05
1880,lu,68,6.392767899280061e-05
1881,##stro,68,6.392767899280061e-05
1882,##apón,68,6.392767899280061e-05
1883,sentados,68,6.392767899280061e-05
1884,##jer,68,6.392767899280061e-05
1885,qui,68,6.392767899280061e-05
1886,##bos,68,6.392767899280061e-05
1887,señaló,68,6.392767899280061e-05
1888,##tina,68,6.392767899280061e-05
1889,enciende,68,6.392767899280061e-05
1890,##so,67,6.29875660664359e-05
1891,señor,67,6.29875660664359e-05
1892,Leván,67,6.29875660664359e-05
1893,##telo,67,6.29875660664359e-05
1894,refiero,67,6.29875660664359e-05
1895,rebo,67,6.29875660664359e-05
1896,falta,67,6.29875660664359e-05
1897,encubri,67,6.29875660664359e-05
1898,buenos,67,6.29875660664359e-05
1899,primas,67,6.29875660664359e-05
1900,cortinas,67,6.29875660664359e-05
1901,pantallas,67,6.29875660664359e-05
1902,##cie,67,6.29875660664359e-05
1903,dobla,67,6.29875660664359e-05
1904,medias,67,6.29875660664359e-05
1905,D,66,6.204745314007119e-05
1906,##manes,66,6.204745314007119e-05
1907,crítica,66,6.204745314007119e-05
1908,estatuas,66,6.204745314007119e-05
1909,mármol,66,6.204745314007119e-05
1910,sensación,66,6.204745314007119e-05
1911,atrapada,66,6.204745314007119e-05
1912,nido,66,6.204745314007119e-05
1913,##gaz,66,6.204745314007119e-05
1914,##cionada,66,6.204745314007119e-05
1915,imper,66,6.204745314007119e-05
1916,##cep,66,6.204745314007119e-05
1917,##ador,66,6.204745314007119e-05
1918,automáticamente,66,6.204745314007119e-05
1919,Ci,66,6.204745314007119e-05
1920,##pol,66,6.204745314007119e-05
1921,##lett,66,6.204745314007119e-05
1922,jornadas,66,6.204745314007119e-05
1923,sucio,66,6.204745314007119e-05
1924,panorama,66,6.204745314007119e-05
1925,complicado,66,6.204745314007119e-05
1926,velo,66,6.204745314007119e-05
1927,nietos,66,6.204745314007119e-05
1928,pare,66,6.204745314007119e-05
1929,##tela,66,6.204745314007119e-05
1930,araña,66,6.204745314007119e-05
1931,cristal,66,6.204745314007119e-05
1932,corbata,66,6.204745314007119e-05
1933,acabar,66,6.204745314007119e-05
1934,T,65,6.110734021370647e-05
1935,##ovs,65,6.110734021370647e-05
1936,Mozart,65,6.110734021370647e-05
1937,Beet,65,6.110734021370647e-05
1938,##hoven,65,6.110734021370647e-05
1939,preocupado,65,6.110734021370647e-05
1940,columnas,65,6.110734021370647e-05
1941,encantado,65,6.110734021370647e-05
1942,1960,65,6.110734021370647e-05
1943,oficios,65,6.110734021370647e-05
1944,cansado,65,6.110734021370647e-05
1945,cal,65,6.110734021370647e-05
1946,##dera,65,6.110734021370647e-05
1947,refleja,65,6.110734021370647e-05
1948,Unidos,65,6.110734021370647e-05
1949,regimiento,65,6.110734021370647e-05
1950,sobresal,65,6.110734021370647e-05
1951,##tada,65,6.110734021370647e-05
1952,dil,65,6.110734021370647e-05
1953,##uci,65,6.110734021370647e-05
1954,deseaba,65,6.110734021370647e-05
1955,Tr,65,6.110734021370647e-05
1956,poste,65,6.110734021370647e-05
1957,once,65,6.110734021370647e-05
1958,primeras,65,6.110734021370647e-05
1959,##piración,65,6.110734021370647e-05
1960,llamaban,65,6.110734021370647e-05
1961,medidas,65,6.110734021370647e-05
1962,urgentes,65,6.110734021370647e-05
1963,Laura,65,6.110734021370647e-05
1964,sín,65,6.110734021370647e-05
1965,##pe,65,6.110734021370647e-05
1966,Estaban,65,6.110734021370647e-05
1967,molestar,65,6.110734021370647e-05
1968,ciertos,65,6.110734021370647e-05
1969,desapareció,65,6.110734021370647e-05
1970,##anas,65,6.110734021370647e-05
1971,Aden,65,6.110734021370647e-05
1972,##tro,65,6.110734021370647e-05
1973,mandado,65,6.110734021370647e-05
1974,##uti,64,6.0167227287341754e-05
1975,enormes,64,6.0167227287341754e-05
1976,palacio,64,6.0167227287341754e-05
1977,enfermedad,64,6.0167227287341754e-05
1978,deshacer,64,6.0167227287341754e-05
1979,historias,64,6.0167227287341754e-05
1980,universidad,64,6.0167227287341754e-05
1981,seguridad,64,6.0167227287341754e-05
1982,oscuro,64,6.0167227287341754e-05
1983,existido,64,6.0167227287341754e-05
1984,sumado,64,6.0167227287341754e-05
1985,atardecer,64,6.0167227287341754e-05
1986,menciona,64,6.0167227287341754e-05
1987,dig,64,6.0167227287341754e-05
1988,##estión,64,6.0167227287341754e-05
1989,obsesión,64,6.0167227287341754e-05
1990,intento,64,6.0167227287341754e-05
1991,##zaba,64,6.0167227287341754e-05
1992,ber,64,6.0167227287341754e-05
1993,##mu,64,6.0167227287341754e-05
1994,rueda,64,6.0167227287341754e-05
1995,pega,64,6.0167227287341754e-05
1996,fas,64,6.0167227287341754e-05
1997,##tuoso,64,6.0167227287341754e-05
1998,##mar,64,6.0167227287341754e-05
1999,##edas,64,6.0167227287341754e-05
2000,arras,64,6.0167227287341754e-05
2001,presión,64,6.0167227287341754e-05
2002,atento,64,6.0167227287341754e-05
2003,ejemplares,64,6.0167227287341754e-05
2004,viuda,64,6.0167227287341754e-05
2005,informó,64,6.0167227287341754e-05
2006,respira,64,6.0167227287341754e-05
2007,##torios,64,6.0167227287341754e-05
2008,preguntaba,64,6.0167227287341754e-05
2009,umbral,64,6.0167227287341754e-05
2010,excusa,64,6.0167227287341754e-05
2011,ganó,64,6.0167227287341754e-05
2012,planta,64,6.0167227287341754e-05
2013,cerrada,64,6.0167227287341754e-05
2014,cerradura,64,6.0167227287341754e-05
2015,##tra,64,6.0167227287341754e-05
2016,televisor,64,6.0167227287341754e-05
2017,dejara,63,5.922711436097704e-05
2018,intra,63,5.922711436097704e-05
2019,vacías,63,5.922711436097704e-05
2020,ligero,63,5.922711436097704e-05
2021,impedido,63,5.922711436097704e-05
2022,secundario,63,5.922711436097704e-05
