rank,token,count,relative_frequency
584,dijeron,182,0.000219536849622083
585,carteras,181,0.00021833060319558802
586,llamado,181,0.00021833060319558802
587,quinta,181,0.00021833060319558802
588,impuestos,181,0.00021833060319558802
589,claro,180,0.00021712435676909307
590,inmenso,180,0.00021712435676909307
591,esto,179,0.0002159181103425981
592,salud,179,0.0002159181103425981
593,escuchaba,179,0.0002159181103425981
594,murió,179,0.0002159181103425981
595,clase,179,0.0002159181103425981
596,catorce,179,0.0002159181103425981
597,hermana,179,0.0002159181103425981
598,pianista,178,0.00021471186391610315
599,estela,178,0.00021471186391610315
600,avanzaba,177,0.00021350561748960818
601,reflejo,177,0.00021350561748960818
602,sale,177,0.00021350561748960818
603,extraño,176,0.00021229937106311323
604,rato,176,0.00021229937106311323
605,guerra,175,0.00021109312463661825
606,perdió,175,0.00021109312463661825
607,espalda,175,0.00021109312463661825
608,comunes,174,0.0002098868782101233
609,largo,174,0.0002098868782101233
610,cinco,174,0.0002098868782101233
611,llamaba,174,0.0002098868782101233
612,par,174,0.0002098868782101233
613,recibir,174,0.0002098868782101233
614,lluvia,174,0.0002098868782101233
615,preguntar,174,0.0002098868782101233
616,funda,173,0.00020868063178362833
617,entrada,173,0.00020868063178362833
618,familiar,173,0.00020868063178362833
619,convulsiones,173,0.00020868063178362833
620,tranquilidad,173,0.00020868063178362833
621,colegio,172,0.00020747438535713338
622,nacho,172,0.00020747438535713338
623,equilibrio,172,0.00020747438535713338
624,palo,172,0.00020747438535713338
625,varios,172,0.00020747438535713338
626,zona,172,0.00020747438535713338
627,saqué,171,0.0002062681389306384
628,pregunta,171,0.0002062681389306384
629,esfuerzo,171,0.0002062681389306384
630,llevaba,171,0.0002062681389306384
631,temprano,171,0.0002062681389306384
632,canasto,171,0.0002062681389306384
633,acostumbrada,171,0.0002062681389306384
634,dormía,170,0.00020506189250414346
635,quedaba,170,0.00020506189250414346
636,comer,170,0.00020506189250414346
637,decidieron,169,0.00020385564607764849
638,hicieron,169,0.00020385564607764849
639,olor,169,0.00020385564607764849
640,desgracia,169,0.00020385564607764849
641,gobierno,169,0.00020385564607764849
642,visitar,168,0.00020264939965115354
643,menor,168,0.00020264939965115354
644,abuela,168,0.00020264939965115354
645,viera,167,0.00020144315322465856
646,cuántos,167,0.00020144315322465856
647,caminar,167,0.00020144315322465856
648,vivía,167,0.00020144315322465856
649,quedaron,167,0.00020144315322465856
650,nene,167,0.00020144315322465856
651,castillo,167,0.00020144315322465856
652,voz,166,0.00020023690679816362
653,conocimiento,166,0.00020023690679816362
654,distintos,166,0.00020023690679816362
655,noches,166,0.00020023690679816362
656,arena,166,0.00020023690679816362
657,gritos,166,0.00020023690679816362
658,cualquiera,166,0.00020023690679816362
659,suelo,165,0.00019903066037166864
660,abuelo,165,0.00019903066037166864
661,pegó,165,0.00019903066037166864
662,hojas,165,0.00019903066037166864
663,callado,165,0.00019903066037166864
664,huir,165,0.00019903066037166864
665,llega,165,0.00019903066037166864
666,supuesto,164,0.0001978244139451737
667,gracioso,164,0.0001978244139451737
668,vi,164,0.0001978244139451737
669,odio,164,0.0001978244139451737
670,dirección,164,0.0001978244139451737
671,lista,164,0.0001978244139451737
672,ambulancia,164,0.0001978244139451737
673,hacían,163,0.00019661816751867872
674,están,163,0.00019661816751867872
675,teléfono,163,0.00019661816751867872
676,gesto,163,0.00019661816751867872
677,tristeza,163,0.00019661816751867872
678,cambia,163,0.00019661816751867872
679,papá,163,0.00019661816751867872
680,lloraba,163,0.00019661816751867872
681,caer,162,0.00019541192109218377
682,gestos,162,0.00019541192109218377
683,lloró,162,0.00019541192109218377
684,espectáculo,162,0.00019541192109218377
685,nueva,161,0.0001942056746656888
686,mitad,161,0.0001942056746656888
687,vuelve,161,0.0001942056746656888
688,notaron,161,0.0001942056746656888
689,delicada,160,0.00019299942823919385
690,cementerio,160,0.00019299942823919385
691,pasos,160,0.00019299942823919385
692,tanta,160,0.00019299942823919385
693,principio,160,0.00019299942823919385
694,pone,160,0.00019299942823919385
695,invitó,160,0.00019299942823919385
696,abanicaba,160,0.00019299942823919385
697,país,159,0.00019179318181269887
698,explicar,159,0.00019179318181269887
699,mesa,159,0.00019179318181269887
700,terrible,159,0.00019179318181269887
701,acá,159,0.00019179318181269887
702,tras,158,0.00019058693538620393
703,evidencia,158,0.00019058693538620393
704,razón,158,0.00019058693538620393
705,mascota,158,0.00019058693538620393
706,lleva,157,0.00018938068895970895
707,pecho,157,0.00018938068895970895
708,grito,157,0.00018938068895970895
709,entendió,157,0.00018938068895970895
710,risa,156,0.000188174442533214
711,aplausos,156,0.000188174442533214
712,medida,156,0.000188174442533214
713,tengo,156,0.000188174442533214
714,nervios,156,0.000188174442533214
715,espada,156,0.000188174442533214
716,detrás,156,0.000188174442533214
717,visitante,156,0.000188174442533214
718,mentira,156,0.000188174442533214
719,señorita,156,0.000188174442533214
720,esperando,155,0.00018696819610671903
721,cadáver,155,0.00018696819610671903
722,verde,155,0.00018696819610671903
723,hospital,155,0.00018696819610671903
724,feliz,154,0.00018576194968022408
725,quien,154,0.00018576194968022408
726,nuevo,154,0.00018576194968022408
727,abrir,154,0.00018576194968022408
728,longitudes,154,0.00018576194968022408
729,hiciera,153,0.0001845557032537291
730,recuerdo,153,0.0001845557032537291
731,palabra,153,0.0001845557032537291
732,representan,153,0.0001845557032537291
733,crítico,153,0.0001845557032537291
734,decidió,153,0.0001845557032537291
735,guardar,152,0.00018334945682723416
736,pasa,152,0.00018334945682723416
737,invitados,152,0.00018334945682723416
738,bastante,151,0.00018214321040073918
739,acercó,151,0.00018214321040073918
740,somos,150,0.00018093696397424424
741,gravedad,150,0.00018093696397424424
742,intimidad,150,0.00018093696397424424
743,sacó,149,0.00017973071754774926
744,desnudo,149,0.00017973071754774926
745,digo,149,0.00017973071754774926
746,probar,149,0.00017973071754774926
747,escrutinio,149,0.00017973071754774926
748,entrar,149,0.00017973071754774926
749,mejores,148,0.00017852447112125431
750,mayoría,148,0.00017852447112125431
751,discurso,148,0.00017852447112125431
752,privacidad,148,0.00017852447112125431
753,arriba,146,0.0001761119782682644
754,tocar,146,0.0001761119782682644
755,árbol,146,0.0001761119782682644
756,contenido,146,0.0001761119782682644
757,ellas,146,0.0001761119782682644
758,encima,146,0.0001761119782682644
759,siguieron,146,0.0001761119782682644
760,pasara,146,0.0001761119782682644
761,figura,145,0.00017490573184176942
762,comenzaron,145,0.00017490573184176942
763,pude,144,0.00017369948541527447
764,general,144,0.00017369948541527447
765,saco,143,0.0001724932389887795
766,científica,143,0.0001724932389887795
767,propia,143,0.0001724932389887795
768,abajo,143,0.0001724932389887795
769,acerca,142,0.00017128699256228455
770,mar,141,0.00017008074613578957
771,cae,141,0.00017008074613578957
772,pantalones,141,0.00017008074613578957
773,mismos,141,0.00017008074613578957
774,cosidos,140,0.00016887449970929462
775,moda,140,0.00016887449970929462
776,usar,140,0.00016887449970929462
777,oscuros,139,0.00016766825328279965
778,taza,138,0.0001664620068563047
779,bosquecito,138,0.0001664620068563047
780,doce,138,0.0001664620068563047
781,hubiera,137,0.00016525576042980973
782,fascinantes,137,0.00016525576042980973
783,ocultarle,137,0.00016525576042980973
784,caminó,136,0.00016404951400331475
785,preguntás,135,0.0001628432675768198
786,posible,135,0.0001628432675768198
787,sueño,135,0.0001628432675768198
788,basura,135,0.0001628432675768198
789,tío,135,0.0001628432675768198
790,buena,133,0.00016043077472382988
791,torta,133,0.00016043077472382988
792,aspecto,132,0.0001592245282973349
793,roque,132,0.0001592245282973349
794,fotos,132,0.0001592245282973349
795,suele,131,0.00015801828187083996
796,carácter,131,0.00015801828187083996
797,inventó,131,0.00015801828187083996
798,pocas,130,0.00015681203544434498
799,siesta,130,0.00015681203544434498
800,sentó,130,0.00015681203544434498
801,carta,130,0.00015681203544434498
802,han,129,0.00015560578901785004
803,convertido,129,0.00015560578901785004
804,pagar,129,0.00015560578901785004
805,existe,128,0.00015439954259135506
806,preocupado,128,0.00015439954259135506
807,ambiente,128,0.00015439954259135506
808,realmente,127,0.00015319329616486011
809,creer,127,0.00015319329616486011
810,sentí,126,0.00015198704973836514
811,—ahora,125,0.0001507808033118702
812,paralítica,125,0.0001507808033118702
813,dieron,124,0.00014957455688537522
814,baja,124,0.00014957455688537522
815,trabajos,124,0.00014957455688537522
816,roto,124,0.00014957455688537522
817,creede,124,0.00014957455688537522
818,pelota,124,0.00014957455688537522
819,enciclopedia,124,0.00014957455688537522
820,acuerdo,123,0.00014836831045888027
821,zapatillas,123,0.00014836831045888027
822,transpirar,123,0.00014836831045888027
823,tenemos,123,0.00014836831045888027
824,matrimonio,123,0.00014836831045888027
825,cumpleaños,123,0.00014836831045888027
826,sirviente,123,0.00014836831045888027
827,entierro,122,0.0001471620640323853
828,fui,122,0.0001471620640323853
829,enteras,122,0.0001471620640323853
830,pésima,122,0.0001471620640323853
831,noticias,122,0.0001471620640323853
832,negro,122,0.0001471620640323853
833,universidad,121,0.00014595581760589035
