epoch,lambda_scanpath_t,lambda_scanpath_next,metric_used_for_update,current_scanpath_loss_for_update,initial_scanpath_loss,progress,train_loss_total_mean,train_loss_mlm_mean,train_loss_scanpath_mean,eval_loss_total_mean,eval_loss_mlm_mean,eval_loss_scanpath_mean,warning
1,0.05,0.05,train_loss_scanpath_mean,7.026716947555542,7.026716947555542,0.0,7.302682042121887,6.951346278190613,7.026716947555542,7.244010766347249,6.894452095031738,6.99117390314738,warmup activo: epoch 1 <= scanpath_weight_warmup_epochs=1; lambda_next queda en scanpath_weight_min.
2,0.05,0.05301607410403578,train_loss_scanpath_mean,6.979621171951294,7.026716947555542,0.006702386897857291,7.0424230098724365,6.693441987037659,6.979621171951294,7.155445416768392,6.808757146199544,6.933764934539795,
3,0.05301607410403578,0.0568182690344629,train_loss_scanpath_mean,6.920250177383423,7.026716947555542,0.01515170896547311,6.866582870483398,6.4996984004974365,6.920250177383423,7.039289156595866,6.675565401713054,6.860629081726074,
